Unique Bond No,URN,Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations,Issue Branch Code,Issue Teller,Status
OC9541,00847202110080000001996,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9574,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9555,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9551,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9562,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9554,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9564,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9553,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9563,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9556,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9570,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9573,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9575,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9558,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9566,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9571,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9569,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9565,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9561,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9560,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9567,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9552,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9559,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9572,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9557,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
OC9568,00847202110080000002016,2021-10-08,2021-10-08,2021-10-22,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000,847,6417329,Paid
TL14318,00001202110080000002037,2021-10-08,2021-10-08,2021-10-22,MIRANIA BUILDERS LLP,1000000,1,6405134,Paid
TL14316,00001202110080000002037,2021-10-08,2021-10-08,2021-10-22,MIRANIA BUILDERS LLP,1000000,1,6405134,Paid
OL29317,00001202110080000002037,2021-10-08,2021-10-08,2021-10-22,MIRANIA BUILDERS LLP,100000,1,6405134,Paid
OL29319,00001202110080000002037,2021-10-08,2021-10-08,2021-10-22,MIRANIA BUILDERS LLP,100000,1,6405134,Paid
OL29323,00001202110080000002037,2021-10-08,2021-10-08,2021-10-22,MIRANIA BUILDERS LLP,100000,1,6405134,Paid
OL29321,00001202110080000002037,2021-10-08,2021-10-08,2021-10-22,MIRANIA BUILDERS LLP,100000,1,6405134,Paid
OL29325,00001202110080000002037,2021-10-08,2021-10-08,2021-10-22,MIRANIA BUILDERS LLP,100000,1,6405134,Paid
TL14314,00001202110080000002044,2021-10-08,2021-10-08,2021-10-22,MIRANIA COMPLEX LLP,1000000,1,6405134,Paid
TL14266,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14262,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14274,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14268,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14250,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14272,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14256,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14248,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14264,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14260,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14270,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14258,00001202110080000001995,2021-10-08,2021-10-08,2021-10-22,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,6405134,Paid
TL14306,00001202110080000002024,2021-10-08,2021-10-08,2021-10-22,NARESH HIRALAL BHANSALI,1000000,1,6405134,Paid
TL14310,00001202110080000002024,2021-10-08,2021-10-08,2021-10-22,NARESH HIRALAL BHANSALI,1000000,1,6405134,Paid
OL29303,00001202110080000002024,2021-10-08,2021-10-08,2021-10-22,NARESH HIRALAL BHANSALI,100000,1,6405134,Paid
OL29307,00001202110080000002024,2021-10-08,2021-10-08,2021-10-22,NARESH HIRALAL BHANSALI,100000,1,6405134,Paid
OL29305,00001202110080000002024,2021-10-08,2021-10-08,2021-10-22,NARESH HIRALAL BHANSALI,100000,1,6405134,Paid
OL29309,00001202110080000002024,2021-10-08,2021-10-08,2021-10-22,NARESH HIRALAL BHANSALI,100000,1,6405134,Paid
OL29301,00001202110080000002024,2021-10-08,2021-10-08,2021-10-22,NARESH HIRALAL BHANSALI,100000,1,6405134,Paid
TL14324,00001202110080000002035,2021-10-08,2021-10-08,2021-10-22,NATURAL RESIDENCY LLP,1000000,1,6405134,Paid
TL14322,00001202110080000002035,2021-10-08,2021-10-08,2021-10-22,NATURAL RESIDENCY LLP,1000000,1,6405134,Paid
TL14302,00001202110080000002012,2021-10-08,2021-10-08,2021-10-22,NITESH KUMAR GUPTA,1000000,1,6405134,Paid
TL14304,00001202110080000002012,2021-10-08,2021-10-08,2021-10-22,NITESH KUMAR GUPTA,1000000,1,6405134,Paid
OL29595,00001202110080000002012,2021-10-08,2021-10-08,2021-10-22,NITESH KUMAR GUPTA,100000,1,6405134,Paid
OL29591,00001202110080000002012,2021-10-08,2021-10-08,2021-10-22,NITESH KUMAR GUPTA,100000,1,6405134,Paid
OL29589,00001202110080000002012,2021-10-08,2021-10-08,2021-10-22,NITESH KUMAR GUPTA,100000,1,6405134,Paid
OL29593,00001202110080000002012,2021-10-08,2021-10-08,2021-10-22,NITESH KUMAR GUPTA,100000,1,6405134,Paid
OL29597,00001202110080000002012,2021-10-08,2021-10-08,2021-10-22,NITESH KUMAR GUPTA,100000,1,6405134,Paid
TL13572,00691202110080000002015,2021-10-08,2021-10-08,2021-10-22,NLB SERVICES PRIVATE LIMITED,1000000,691,3428540,Paid
TL13576,00691202110080000002015,2021-10-08,2021-10-08,2021-10-22,NLB SERVICES PRIVATE LIMITED,1000000,691,3428540,Paid
TL13574,00691202110080000002015,2021-10-08,2021-10-08,2021-10-22,NLB SERVICES PRIVATE LIMITED,1000000,691,3428540,Paid
OL3026,00691202110080000002015,2021-10-08,2021-10-08,2021-10-22,NLB SERVICES PRIVATE LIMITED,100000,691,3428540,Paid
OL3024,00691202110080000002015,2021-10-08,2021-10-08,2021-10-22,NLB SERVICES PRIVATE LIMITED,100000,691,3428540,Paid
OC9496,00001202110080000002041,2021-10-08,2021-10-08,2021-10-22,ORISSA METALIKS PVT LIMITED,10000000,1,6405134,Paid
OC9460,00001202110080000002041,2021-10-08,2021-10-08,2021-10-22,ORISSA METALIKS PVT LIMITED,10000000,1,6405134,Paid
OC9454,00001202110080000002041,2021-10-08,2021-10-08,2021-10-22,ORISSA METALIKS PVT LIMITED,10000000,1,6405134,Paid
OC9500,00001202110080000002041,2021-10-08,2021-10-08,2021-10-22,ORISSA METALIKS PVT LIMITED,10000000,1,6405134,Paid
OC9498,00001202110080000002041,2021-10-08,2021-10-08,2021-10-22,ORISSA METALIKS PVT LIMITED,10000000,1,6405134,Paid
OC9456,00001202110080000002041,2021-10-08,2021-10-08,2021-10-22,ORISSA METALIKS PVT LIMITED,10000000,1,6405134,Paid
OC9464,00001202110080000002041,2021-10-08,2021-10-08,2021-10-22,ORISSA METALIKS PVT LIMITED,10000000,1,6405134,Paid
OC9452,00001202110080000002041,2021-10-08,2021-10-08,2021-10-22,ORISSA METALIKS PVT LIMITED,10000000,1,6405134,Paid
OC9462,00001202110080000002041,2021-10-08,2021-10-08,2021-10-22,ORISSA METALIKS PVT LIMITED,10000000,1,6405134,Paid
OC9458,00001202110080000002041,2021-10-08,2021-10-08,2021-10-22,ORISSA METALIKS PVT LIMITED,10000000,1,6405134,Paid
OL29550,00001202110080000002000,2021-10-08,2021-10-08,2021-10-22,PAYEL AGARWAL,100000,1,6405134,Paid
OL29546,00001202110080000002000,2021-10-08,2021-10-08,2021-10-22,PAYEL AGARWAL,100000,1,6405134,Paid
OL29548,00001202110080000002000,2021-10-08,2021-10-08,2021-10-22,PAYEL AGARWAL,100000,1,6405134,Paid
OC9480,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9484,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9482,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9439,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9488,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9449,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9492,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9494,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9445,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9476,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9478,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9447,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9490,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9486,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OC9441,00001202110080000002031,2021-10-08,2021-10-08,2021-10-22,PENGUIN TRADING & AGENCIES LIMITED,10000000,1,6405134,Paid
OL29551,00001202110080000002001,2021-10-08,2021-10-08,2021-10-22,PRADIP KUMAR DAS,100000,1,6405134,Paid
TT9920,00001202110080000002001,2021-10-08,2021-10-08,2021-10-22,PRADIP KUMAR DAS,10000,1,6405134,Paid
TT9916,00001202110080000002001,2021-10-08,2021-10-08,2021-10-22,PRADIP KUMAR DAS,10000,1,6405134,Paid
TT9914,00001202110080000002001,2021-10-08,2021-10-08,2021-10-22,PRADIP KUMAR DAS,10000,1,6405134,Paid
TT9918,00001202110080000002001,2021-10-08,2021-10-08,2021-10-22,PRADIP KUMAR DAS,10000,1,6405134,Paid
TT9912,00001202110080000002001,2021-10-08,2021-10-08,2021-10-22,PRADIP KUMAR DAS,10000,1,6405134,Paid
OC4773,00041202110080000002004,2021-10-08,2021-10-08,2021-10-22,PROCURE ADVISORY SERVICES PRIVATE LTD,10000000,41,7409060,Paid
OC4769,00041202110080000002004,2021-10-08,2021-10-08,2021-10-22,PROCURE ADVISORY SERVICES PRIVATE LTD,10000000,41,7409060,Paid
OC4771,00041202110080000002004,2021-10-08,2021-10-08,2021-10-22,PROCURE ADVISORY SERVICES PRIVATE LTD,10000000,41,7409060,Paid
OC4767,00041202110080000002004,2021-10-08,2021-10-08,2021-10-22,PROCURE ADVISORY SERVICES PRIVATE LTD,10000000,41,7409060,Paid
OC4765,00041202110080000002004,2021-10-08,2021-10-08,2021-10-22,PROCURE ADVISORY SERVICES PRIVATE LTD,10000000,41,7409060,Paid
OC4763,00041202110080000002004,2021-10-08,2021-10-08,2021-10-22,PROCURE ADVISORY SERVICES PRIVATE LTD,10000000,41,7409060,Paid
OC4796,00041202110080000002049,2021-10-08,2021-10-08,2021-10-22,PROCURE ADVISORY SERVICES PRIVATE LTD,10000000,41,7409060,Paid
OC4798,00041202110080000002049,2021-10-08,2021-10-08,2021-10-22,PROCURE ADVISORY SERVICES PRIVATE LTD,10000000,41,7409060,Paid
OC9517,00847202110080000002040,2021-10-08,2021-10-08,2021-10-22,R.S.BROTHERS RETAIL INDIA PRIVATE LIMITE D,10000000,847,6417329,Paid
OC9518,00847202110080000002040,2021-10-08,2021-10-08,2021-10-22,R.S.BROTHERS RETAIL INDIA PRIVATE LIMITE D,10000000,847,6417329,Paid
TL7552,00847202110080000002040,2021-10-08,2021-10-08,2021-10-22,R.S.BROTHERS RETAIL INDIA PRIVATE LIMITE D,1000000,847,6417329,Paid
TL7544,00847202110080000002040,2021-10-08,2021-10-08,2021-10-22,R.S.BROTHERS RETAIL INDIA PRIVATE LIMITE D,1000000,847,6417329,Paid
TL7548,00847202110080000002040,2021-10-08,2021-10-08,2021-10-22,R.S.BROTHERS RETAIL INDIA PRIVATE LIMITE D,1000000,847,6417329,Paid
TL7546,00847202110080000002040,2021-10-08,2021-10-08,2021-10-22,R.S.BROTHERS RETAIL INDIA PRIVATE LIMITE D,1000000,847,6417329,Paid
TL7550,00847202110080000002040,2021-10-08,2021-10-08,2021-10-22,R.S.BROTHERS RETAIL INDIA PRIVATE LIMITE D,1000000,847,6417329,Paid
OL29316,00001202110080000002029,2021-10-08,2021-10-08,2021-10-22,RAHUL AGARWAL,100000,1,6405134,Paid
OL29563,00001202110080000002009,2021-10-08,2021-10-08,2021-10-22,RAHUL BHUWANIA,100000,1,6405134,Paid
OL29561,00001202110080000002009,2021-10-08,2021-10-08,2021-10-22,RAHUL BHUWANIA,100000,1,6405134,Paid
OL29565,00001202110080000002009,2021-10-08,2021-10-08,2021-10-22,RAHUL BHUWANIA,100000,1,6405134,Paid
TL14305,00001202110080000002013,2021-10-08,2021-10-08,2021-10-22,RAJENDRA AGARWAL,1000000,1,6405134,Paid
TL14307,00001202110080000002013,2021-10-08,2021-10-08,2021-10-22,RAJENDRA AGARWAL,1000000,1,6405134,Paid
OC9487,00001202110080000002039,2021-10-08,2021-10-08,2021-10-22,RASHMI CEMENT LTD,10000000,1,6405134,Paid
OC9491,00001202110080000002039,2021-10-08,2021-10-08,2021-10-22,RASHMI CEMENT LTD,10000000,1,6405134,Paid
OC9485,00001202110080000002039,2021-10-08,2021-10-08,2021-10-22,RASHMI CEMENT LTD,10000000,1,6405134,Paid
OC9493,00001202110080000002039,2021-10-08,2021-10-08,2021-10-22,RASHMI CEMENT LTD,10000000,1,6405134,Paid
OC9489,00001202110080000002039,2021-10-08,2021-10-08,2021-10-22,RASHMI CEMENT LTD,10000000,1,6405134,Paid
OC9455,00001202110080000002042,2021-10-08,2021-10-08,2021-10-22,RASHMI METALIKS LTD,10000000,1,6405134,Paid
OC9497,00001202110080000002042,2021-10-08,2021-10-08,2021-10-22,RASHMI METALIKS LTD,10000000,1,6405134,Paid
OC9451,00001202110080000002042,2021-10-08,2021-10-08,2021-10-22,RASHMI METALIKS LTD,10000000,1,6405134,Paid
OC9463,00001202110080000002042,2021-10-08,2021-10-08,2021-10-22,RASHMI METALIKS LTD,10000000,1,6405134,Paid
OC9459,00001202110080000002042,2021-10-08,2021-10-08,2021-10-22,RASHMI METALIKS LTD,10000000,1,6405134,Paid
OC9457,00001202110080000002042,2021-10-08,2021-10-08,2021-10-22,RASHMI METALIKS LTD,10000000,1,6405134,Paid
OC9495,00001202110080000002042,2021-10-08,2021-10-08,2021-10-22,RASHMI METALIKS LTD,10000000,1,6405134,Paid
OC9461,00001202110080000002042,2021-10-08,2021-10-08,2021-10-22,RASHMI METALIKS LTD,10000000,1,6405134,Paid
OC9453,00001202110080000002042,2021-10-08,2021-10-08,2021-10-22,RASHMI METALIKS LTD,10000000,1,6405134,Paid
OC9499,00001202110080000002042,2021-10-08,2021-10-08,2021-10-22,RASHMI METALIKS LTD,10000000,1,6405134,Paid
OC9483,00001202110080000002032,2021-10-08,2021-10-08,2021-10-22,RIGHT AID CONSULTANTS PVT LTD,10000000,1,6405134,Paid
TL14313,00001202110080000002032,2021-10-08,2021-10-08,2021-10-22,RIGHT AID CONSULTANTS PVT LTD,1000000,1,6405134,Paid
TL14317,00001202110080000002032,2021-10-08,2021-10-08,2021-10-22,RIGHT AID CONSULTANTS PVT LTD,1000000,1,6405134,Paid
TL14315,00001202110080000002032,2021-10-08,2021-10-08,2021-10-22,RIGHT AID CONSULTANTS PVT LTD,1000000,1,6405134,Paid
TL14311,00001202110080000002032,2021-10-08,2021-10-08,2021-10-22,RIGHT AID CONSULTANTS PVT LTD,1000000,1,6405134,Paid
TL14309,00001202110080000002032,2021-10-08,2021-10-08,2021-10-22,RIGHT AID CONSULTANTS PVT LTD,1000000,1,6405134,Paid
OC4779,00041202110080000002007,2021-10-08,2021-10-08,2021-10-22,ROSHNI DEALMARK PRIVATE LTD,10000000,41,7409060,Paid
OC4777,00041202110080000002007,2021-10-08,2021-10-08,2021-10-22,ROSHNI DEALMARK PRIVATE LTD,10000000,41,7409060,Paid
OC4775,00041202110080000002007,2021-10-08,2021-10-08,2021-10-22,ROSHNI DEALMARK PRIVATE LTD,10000000,41,7409060,Paid
TL14308,00001202110080000002014,2021-10-08,2021-10-08,2021-10-22,SANDEEP JHUNJHUNWALA,1000000,1,6405134,Paid
OL29590,00001202110080000002014,2021-10-08,2021-10-08,2021-10-22,SANDEEP JHUNJHUNWALA,100000,1,6405134,Paid
OL29587,00001202110080000002014,2021-10-08,2021-10-08,2021-10-22,SANDEEP JHUNJHUNWALA,100000,1,6405134,Paid
TT9919,00001202110080000002014,2021-10-08,2021-10-08,2021-10-22,SANDEEP JHUNJHUNWALA,10000,1,6405134,Paid
TT9917,00001202110080000002014,2021-10-08,2021-10-08,2021-10-22,SANDEEP JHUNJHUNWALA,10000,1,6405134,Paid
TT9921,00001202110080000002014,2021-10-08,2021-10-08,2021-10-22,SANDEEP JHUNJHUNWALA,10000,1,6405134,Paid
TT9923,00001202110080000002014,2021-10-08,2021-10-08,2021-10-22,SANDEEP JHUNJHUNWALA,10000,1,6405134,Paid
TT9925,00001202110080000002014,2021-10-08,2021-10-08,2021-10-22,SANDEEP JHUNJHUNWALA,10000,1,6405134,Paid
OC9515,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9511,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9505,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9509,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9504,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9507,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9516,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9508,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9506,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9513,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9510,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9512,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OC9514,00847202110080000002038,2021-10-08,2021-10-08,2021-10-22,SANDHYA  CONSTRUCTIONS & ESTATES PRIVATE  LIMITED,10000000,847,6417329,Paid
OL29592,00001202110080000002021,2021-10-08,2021-10-08,2021-10-22,SANJAY JHUNJHUNWALA,100000,1,6405134,Paid
OL29596,00001202110080000002021,2021-10-08,2021-10-08,2021-10-22,SANJAY JHUNJHUNWALA,100000,1,6405134,Paid
OL29594,00001202110080000002021,2021-10-08,2021-10-08,2021-10-22,SANJAY JHUNJHUNWALA,100000,1,6405134,Paid
OC9273,00691202110080000002006,2021-10-08,2021-10-08,2021-10-22,SHRI JAGANNATH STEELS & POWER LTD,10000000,691,3428540,Paid
OC9269,00691202110080000002006,2021-10-08,2021-10-08,2021-10-22,SHRI JAGANNATH STEELS & POWER LTD,10000000,691,3428540,Paid
OC9271,00691202110080000002006,2021-10-08,2021-10-08,2021-10-22,SHRI JAGANNATH STEELS & POWER LTD,10000000,691,3428540,Paid
OC9264,00691202110080000002006,2021-10-08,2021-10-08,2021-10-22,SHRI JAGANNATH STEELS & POWER LTD,10000000,691,3428540,Paid
OC9477,00001202110080000002034,2021-10-08,2021-10-08,2021-10-22,SILVERTONE SECURITIES PVT LTD,10000000,1,6405134,Paid
OC9450,00001202110080000002034,2021-10-08,2021-10-08,2021-10-22,SILVERTONE SECURITIES PVT LTD,10000000,1,6405134,Paid
TL14319,00001202110080000002036,2021-10-08,2021-10-08,2021-10-22,SUMAN ESTATES PRIVATE LIMITED,1000000,1,6405134,Paid
TL14323,00001202110080000002036,2021-10-08,2021-10-08,2021-10-22,SUMAN ESTATES PRIVATE LIMITED,1000000,1,6405134,Paid
TL14321,00001202110080000002036,2021-10-08,2021-10-08,2021-10-22,SUMAN ESTATES PRIVATE LIMITED,1000000,1,6405134,Paid
OL29322,00001202110080000002036,2021-10-08,2021-10-08,2021-10-22,SUMAN ESTATES PRIVATE LIMITED,100000,1,6405134,Paid
